,video_id,video_path,duration,begin_frame,end_grame,captions
31,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,0,14.82,Two lines of young men are walking side by side down a road.
32,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,15.56,32.63,Then one man stands in a field holding a wooden object and begins twisting it.
33,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,32.63,44.5,He then bends down and grabs a ball.
34,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,44.5,65.26,"After,the ball is placed on the ground and he picks it up and hits it as if he's playing baseball."
35,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,66.73,72.68,The ball is thrown back and he its it again.
36,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,74.16,107.52,"Shortly after, a field of men are shown and they begin playing a game against one another."
37,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,106.05,130.52,There was a penalty and one players attempts to hit the ball into the goal from the side.
38,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,129.77,137.94,"After,everyone is pictured lying down on the ground as if they are dead but one person begins to sit up but gets hit in the head by the ball and lays back down."
39,v_fzp5ooc727c,https://www.youtube.com/watch?v=fzp5ooc727c,148.32,137.94,148.32,"Lastly,the screen flashes to a black screen and the words The End are shown."
40,v_LNKdVrX_0Fg,https://www.youtube.com/watch?v=LNKdVrX_0Fg,226.72,0,22.67,A woman wearing overalls is talking to the camera.
41,v_LNKdVrX_0Fg,https://www.youtube.com/watch?v=LNKdVrX_0Fg,226.72,22.67,179.11," She lays out wrapping paper, showing how to wrap a toy in it."
42,v_LNKdVrX_0Fg,https://www.youtube.com/watch?v=LNKdVrX_0Fg,226.72,182.5,226.72," She wraps it around the toy, then tapes it up."
43,v_t0ajvfx6dgA,https://www.youtube.com/watch?v=t0ajvfx6dgA,147.25,0,10.31,A man in a suit is sitting behind a desk.
44,v_t0ajvfx6dgA,https://www.youtube.com/watch?v=t0ajvfx6dgA,147.25,17.67,137.69, People are playing lacrosse on a field of grass.
45,v_t0ajvfx6dgA,https://www.youtube.com/watch?v=t0ajvfx6dgA,147.25,120.01,125.16, A person in a yellow uniform is standing in front of a net blocking balls.
46,v_IoiDAHNryTk,https://www.youtube.com/watch?v=IoiDAHNryTk,47.04,0,19.29,A girl is seen climbing across a set of monkey bars followed by her waving to the camera.
47,v_IoiDAHNryTk,https://www.youtube.com/watch?v=IoiDAHNryTk,47.04,19.98,47.04, She climbs her way back on the bars and jumps down mid way through.
48,v__yWADgOFxP0,https://www.youtube.com/watch?v=_yWADgOFxP0,238.38,0,75.08,A camera pans over a snowy area and leads into a man standing on a snowboard and riding down a mountain.
49,v__yWADgOFxP0,https://www.youtube.com/watch?v=_yWADgOFxP0,238.38,75.08,238.38, The man zooms in on himself riding down the hill and ends with him turning off the camera.
50,v_AGgJVF3nT6I,https://www.youtube.com/watch?v=AGgJVF3nT6I,65.04,0,14.31,A playroom is seen followed by a young boy sliding down a slide and climbing back up again.
51,v_AGgJVF3nT6I,https://www.youtube.com/watch?v=AGgJVF3nT6I,65.04,14.31,65.04," He slides down again, this time landing on his back, and continues to slide down several more times."
52,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,0,157.32,A man and woman are sitting on red couches with sports jerseys hanging on the wall and a blue screen on the wall behind them in the middle of them.
53,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,0,16.52,"The woman picks up a clipboard next to her and smooths out the papers that are on top of it while smiling, crosses her legs and sits back."
54,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,0,29.88,The man is talking this whole time while the woman gets comfortable on her couch and the woman briefly talks.
55,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made."
56,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,152.6,157.32, When the clips end the man and woman on the couch begin talking and she puts her clipboard down.
57,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,0.66,18.76,The former president is seen walking in a large field next to a woman and surrounded by a large crowd.
58,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,16.79,56.93, The man gives a speech while people cheering and he shakes hands with others.
59,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,45.75,65.16, The man then shares a beer with other people around him.
60,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,0,15.32,"Four kids are outside in the beach playing in the sand,two boys on the left and two girls on the right."
61,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,15.93,34.27,The girls have about six sand castles and a large circle surrounding it filled with water.
62,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,34.56,49.59,They then take off running to the beach to grab more water as the boy comes and looks at their work.
63,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,49,60.11,"Once they are done,both of the girls take off running to the water but then stop midway to come back and get their floats."
64,v_E3QtX6r9QX0,https://www.youtube.com/watch?v=E3QtX6r9QX0,103.37,0,36.18,A large pile of leaves are seen being blown around with shots of a blower being shown.
65,v_E3QtX6r9QX0,https://www.youtube.com/watch?v=E3QtX6r9QX0,103.37,19.12,103.37, the leaves continue to be shown blowing around as well as a machine sitting off in the distance.
66,v_iYxj8a1TPYk,https://www.youtube.com/watch?v=iYxj8a1TPYk,157.41,0,84.2,A basketball player is seen dribbling a ball in various shots for the camera and leads into the player making baskets over and over again.
67,v_iYxj8a1TPYk,https://www.youtube.com/watch?v=iYxj8a1TPYk,157.41,83.43,157.41, The man is then seen speaking to the camera and transitions into him scoring several more baskets.
68,v_cp52LdlmlUk,https://www.youtube.com/watch?v=cp52LdlmlUk,129.96,0,129.96,People are standing in a room working out.
69,v_cp52LdlmlUk,https://www.youtube.com/watch?v=cp52LdlmlUk,129.96,5.19,129.96, They are stepping up and down on small stepping stools.
70,v_cp52LdlmlUk,https://www.youtube.com/watch?v=cp52LdlmlUk,129.96,17.54,129.96, They continue working out in the room.
71,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,0,32.79,A black and white video is being played of people playing lacrosse on a field.
72,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.
73,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,88.56,218.69," The video includes numerous clips of players in lacrosse games, hitting the ball toward opposing goals."
74,v_RgzbNJPchqc,https://www.youtube.com/watch?v=RgzbNJPchqc,69.23,0,69.23,A man is playing the bagpipes in front of people.
75,v_RgzbNJPchqc,https://www.youtube.com/watch?v=RgzbNJPchqc,69.23,38.08,60.59, The people on the couch in front of him start laughing.
76,v__zHSfEhEqkU,https://www.youtube.com/watch?v=_zHSfEhEqkU,194.35,0,64.13,A man is seen padding a canoe along the water while the camera captures him from several angles.
77,v__zHSfEhEqkU,https://www.youtube.com/watch?v=_zHSfEhEqkU,194.35,55.38,194.35, The man continues riding around followed by performing several ways to turn the canoe around.
78,v_dAjhBWalWRM,https://www.youtube.com/watch?v=dAjhBWalWRM,32.09,0,32.09,A group of people stand in front of a blackjack table.
79,v_dAjhBWalWRM,https://www.youtube.com/watch?v=dAjhBWalWRM,32.09,0.8,30.8, The blackjack attendant places cards on the table.
80,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,1.46,4.73,Two men in padded sumo costumes are pulled along a tug rope on a ski slope.
81,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,6.19,72.8, Two men in yellow padded sumo costumes do jumps on their snowboard on a downhill course.
82,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,38.95,40.4, A filmer waives to the camera.
83,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,43.68,51.31, The man spins while sliding across a platform in the sumo suit.
84,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,51.31,53.13, The two men give each other a high five.
85,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,56.04,58.59, The man in sumo suit goes over a small triangular obstacle.
86,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,58.59,61.15, A man on small skis crashes while trying to jump.
87,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,61.5,65.87, The man jumps onto and slide across a platform while wearing a sumo suit.
88,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,72.8,66.23,67.33, The man bounces over a low railing.
89,v_---9CpRcKoU,https://www.youtube.com/watch?v=---9CpRcKoU,14.06,0,1.62,A man was sitting inside a room.
90,v_---9CpRcKoU,https://www.youtube.com/watch?v=---9CpRcKoU,14.06,1.75,8.57, He is holding a bowl of noodles and broth.
91,v_---9CpRcKoU,https://www.youtube.com/watch?v=---9CpRcKoU,14.06,8.86,14.06, He is drinking the broth from a bowl.
92,v_epqnpUCVLK8,https://www.youtube.com/watch?v=epqnpUCVLK8,63.31,0,5.07,A little boy is laying on an exercise ball.
93,v_epqnpUCVLK8,https://www.youtube.com/watch?v=epqnpUCVLK8,63.31,5.07,13.6, The boy falls of and gets back on the ball before he falls off again.
94,v_epqnpUCVLK8,https://www.youtube.com/watch?v=epqnpUCVLK8,63.31,13.6,24.37, He tries to sit on the ball but the ball rolls away.
95,v_epqnpUCVLK8,https://www.youtube.com/watch?v=epqnpUCVLK8,63.31,30.07,61.74, He retrieves it and continues to sit on and fall off the ball.
96,v_GFE2wAi9fjo,https://www.youtube.com/watch?v=GFE2wAi9fjo,17.14,0,17.14,A woman puts a pair of shoes on while sitting in an office chair.
97,v_GFE2wAi9fjo,https://www.youtube.com/watch?v=GFE2wAi9fjo,17.14,6.59,17.14, The woman buckles her shoes.
98,v_W19-fYOO9sg,https://www.youtube.com/watch?v=W19-fYOO9sg,98.15,0,32.88,A close up of a bike wheel is seen that leads into a person's hands pushing on the tire.
99,v_W19-fYOO9sg,https://www.youtube.com/watch?v=W19-fYOO9sg,98.15,30.92,72.62, The person uses a tool along the tire to help move it along.
100,v_W19-fYOO9sg,https://www.youtube.com/watch?v=W19-fYOO9sg,98.15,65.76,95.69, The person finally pushes the tire along it's sides.
101,v_m22TDwfa8go,https://www.youtube.com/watch?v=m22TDwfa8go,183.86,0,23.89,A woman is seen talking to the camera and presenting various liquids to the camera.
102,v_m22TDwfa8go,https://www.youtube.com/watch?v=m22TDwfa8go,183.86,23.89,52.4, She ready's the tip of a glass and dips the glass into sugar on a plate.
103,v_m22TDwfa8go,https://www.youtube.com/watch?v=m22TDwfa8go,183.86,54.24,136.05, She pours various liquids into a mixer and shakes the mixture all together.
104,v_m22TDwfa8go,https://www.youtube.com/watch?v=m22TDwfa8go,183.86,136.05,183.86, She pours the drink out into the glass while still speaking to the camera.
105,v_V_Nj_BhesEY,https://www.youtube.com/watch?v=V_Nj_BhesEY,83.15,0,13.72,Three people stand by the corner of a building.
106,v_V_Nj_BhesEY,https://www.youtube.com/watch?v=V_Nj_BhesEY,83.15,14.14,17.04," One of the persons, a young boy, takes a bow."
107,v_V_Nj_BhesEY,https://www.youtube.com/watch?v=V_Nj_BhesEY,83.15,0,83.15, A crowd of people watch him.
108,v_V_Nj_BhesEY,https://www.youtube.com/watch?v=V_Nj_BhesEY,83.15,17.45,83.15," He proceeds to perform various karate moves, such as bowing, cartwheels and flips."
109,v_p9iE8iemCMs,https://www.youtube.com/watch?v=p9iE8iemCMs,134.58,10.09,123.81,A person is holding a flute.
110,v_p9iE8iemCMs,https://www.youtube.com/watch?v=p9iE8iemCMs,134.58,42.38,72.66,  The person shows a fingering for the second octave of the note.
111,v_p9iE8iemCMs,https://www.youtube.com/watch?v=p9iE8iemCMs,134.58,74.01,89.5,  The person shows the fingering on the third octave.
112,v_p9iE8iemCMs,https://www.youtube.com/watch?v=p9iE8iemCMs,134.58,92.86,123.13,  The woman talks directly to the camera.
113,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,2.77,7.42,The screen shows the title of preparing a Chilean Hulte salad dish.
114,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,7.42,14.84, A person is mixing salad ingredients in a large bowl.
115,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,14.84,22.26, There is information shown about Dr.
116,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,22.26,28.75, Rachel Collin's trip to Chile.
117,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,28.75,63.99, There are several people standing under a canopy at a food market.
118,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,63.99,95.51, Two customers make a purchase and give money to the seller and give the camera a thumbs up.
119,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,95.51,107.58, The chef is showing hulte placed on a kitchen counter.
120,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,107.58,116.84, The chef is slicing the hulte in circular bite size pieces.
121,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,116.84,134.47, A woman eats the cut pieces of hulte.
122,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,134.47,143.75, The chef chops some cilantro on the kitchen counter.
123,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,143.75,154.88, Then the chef places the ingredients in a salad bowl.
124,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,154.88,166," The finished product is shown on screen, followed by a group of people sitting together and enjoying the salad."
125,v_fN2DiOswmOA,https://www.youtube.com/watch?v=fN2DiOswmOA,185.47,166,185.47, The end credits are displayed on the screen.
126,v_37pwbUp8t1I,https://www.youtube.com/watch?v=37pwbUp8t1I,200.03,0,199.03,Hiphop dancers perform in front of a crowd.
127,v_37pwbUp8t1I,https://www.youtube.com/watch?v=37pwbUp8t1I,200.03,59,199.03,  They are all doing the same basic dance and having pictures taken of them.
128,v_TmI9MxCDBMw,https://www.youtube.com/watch?v=TmI9MxCDBMw,191.94,0,32.63,A murky river is shown next to a row of trees.
129,v_TmI9MxCDBMw,https://www.youtube.com/watch?v=TmI9MxCDBMw,191.94,34.54,142.99, A bunch of people on intertubes go by slowly.
130,v_TmI9MxCDBMw,https://www.youtube.com/watch?v=TmI9MxCDBMw,191.94,149.71,191.94, Then we see rapid waters as the tubers go over small falls.
131,v_4x7HYKV8zkY,https://www.youtube.com/watch?v=4x7HYKV8zkY,115.94,0,26.09,Three girls are on the beach talking.
132,v_4x7HYKV8zkY,https://www.youtube.com/watch?v=4x7HYKV8zkY,115.94,26.09,65.5, They do several flips on the beach.
133,v_4x7HYKV8zkY,https://www.youtube.com/watch?v=4x7HYKV8zkY,115.94,62.02,71.3, They lift one of the girls up for a stunt.
134,v__Af_9cK5x4E,https://www.youtube.com/watch?v=_Af_9cK5x4E,232.28,0,10.44,The camera pans above lush and green terrain over what looks like a mountain range.
135,v__Af_9cK5x4E,https://www.youtube.com/watch?v=_Af_9cK5x4E,232.28,10.44,48.77, A man is shown covered in sweat and then jumping across various hills performing stunts on a dirt bike.
136,v__Af_9cK5x4E,https://www.youtube.com/watch?v=_Af_9cK5x4E,232.28,48.77,73.16, He rotates and flips and performs all sorts of acrobatics.
137,v__Af_9cK5x4E,https://www.youtube.com/watch?v=_Af_9cK5x4E,232.28,73.16,80.13, He is highly skilled and jumping over everything.
138,v__Af_9cK5x4E,https://www.youtube.com/watch?v=_Af_9cK5x4E,232.28,80.13,173.05, The video then shows multiple men on dirt bikes jumping in various different places and shows the action from  a variety of angles.
139,v__Af_9cK5x4E,https://www.youtube.com/watch?v=_Af_9cK5x4E,232.28,171.89,232.28, The men continue performing their stuns in various other landscapes.
140,v_y5j9TqTy9Xw,https://www.youtube.com/watch?v=y5j9TqTy9Xw,44.84,0,7.61,A woman is walking along a track.
141,v_y5j9TqTy9Xw,https://www.youtube.com/watch?v=y5j9TqTy9Xw,44.84,9.64,29.37, She takes off at a fast run.
142,v_y5j9TqTy9Xw,https://www.youtube.com/watch?v=y5j9TqTy9Xw,44.84,30.7,44.84, She jumps over a bar and onto a mat.
143,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,10.76,13,A person is slicing limes on a board.
144,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,15.68,63.18, They put the limes and sugar into a blender.
145,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,64.98,66.33, They strain the juice and pour it into a jar.
146,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,68.56,80.22, They put a straw and a lime wedge on the rim of the glass.
147,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,0,33.59,A child scrubs out the kitchen sink using a brush.
148,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,34.36,38.22, The boy turns on the sink faucet.
149,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,36.68,69.51, The child uses the faucet nozzle to rinse out the sink.
150,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,69.88,73.37, The boy returns the sink nozzle to the faucet and turns off the water.
151,v_huFuRGoZt9I,https://www.youtube.com/watch?v=huFuRGoZt9I,23.36,0,13.19,A dealer is shown laying out cards on a table while other people's hands are shown on the side.
152,v_huFuRGoZt9I,https://www.youtube.com/watch?v=huFuRGoZt9I,23.36,13.77,23.36, The person then lays out cards while another person lays out their chips.
153,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.
154,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,40.86,138.02,"A lady dressed in all black however,seems to be the focal point throughout the video and she is walking at an extremely slow pace for the whole time."
155,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,139.13,220.85,After the crowd is shown and more people are seen running through the city or even participating in a wheel chair as the people on the side cheer them on.
156,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,0,23.44,A man is shown standing in front of a blue background as many harmonicas are shown and he starts playing them.
157,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,23.44,33.75, He is then shown speaking into the camera and going into detail with regards to the products features.
158,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,32.81,45.95, He shows off how many he has in his coat and continues talking.
159,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,45.95,151.91, He is then shown playing another harmonica as he gives instruction on it.
160,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,150.97,187.55," He speaks some more and shows his harmonica again as the video goes to an end title screen that reads Howcast original""."
161,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,0,31.51,A boy wearing white shorts is standing in a room.
162,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,7.15,7.8, He puts something in his mouth.
163,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,15.59,16.56, He kicks his legs up to the side.
164,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,21.12,26.63, The kneels down onto the ground.
165,v_ZKP5J7OKEvI,https://www.youtube.com/watch?v=ZKP5J7OKEvI,173.77,0,119.04,A small group of people are seen sitting on the side and lead into two people dancing together.
166,v_ZKP5J7OKEvI,https://www.youtube.com/watch?v=ZKP5J7OKEvI,173.77,53.86,169.42, The people continue dancing along the floor and end by clapping with the band.
167,v_44BfVJnhBgc,https://www.youtube.com/watch?v=44BfVJnhBgc,169.91,0,159.72,A runner tests a prosthetic leg in a long distance run.
168,v_44BfVJnhBgc,https://www.youtube.com/watch?v=44BfVJnhBgc,169.91,65.41,159.72, He runs inside then runs outside.
169,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,0,14.63,A small group of people are seen wandering around a tennis court hitting a ball over the net.
170,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,14.86,37.06, The people hit the ball back and fourth while others watch on the side.
171,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,29.5,47.54, They continue to play the game as well as others.
172,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,0,40.86,A young girl introduces the video and explains what she will be doing to wood.
173,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,48.34,94.65, She places a piece of bubblewrap and makes sure it covers around about half of the wood.
174,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,107.58,125.97, She then covers the rest of the wood and walks across it like a plank.
175,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,0,8.47,A man uses a large plastic blue bat.
176,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,11.97,50.54, He swings it at a pinata shaped like spongebob squarepants.
177,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,52.58,58.41," He misses several times, and keeps swinging."
178,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,8.47,12.71,Athletes throw a javelin during a competition.
179,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,13.92,37.52, A man practices his throwing stance walking and doing half throws without javeline.
180,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,38.13,54.47, A man practices his throwing stance walking and doing half throws holding a javeline.
181,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,56.29,61.13, The man swings a hammer.
182,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,67.18,75.05, The man throws a weighted ball.
183,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,89.56,113.18, Athletes train in a gym doing throwing motions on weighted cable machines.
184,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,57.02,0,20.23,We see a person sharpen a knife on a sanding disc.
